file,expected,rank,ms,top1,top5,top10,top20,answer_1
img_001.jpg,"A Another Tag",8,22474,0,0,1,1,"The Battle Continuez"
img_002.jpg,ABeeZee,"not found",38980,0,0,0,0,Lato
img_003.jpg,Abel,1,30177,1,1,1,1,Abel
img_004.jpg,Abramo,"not found",24273,0,0,0,0,"Brittany Signature"
img_005.jpg,"Abril Fatface",1,16640,1,1,1,1,"Abril Fatface"
img_006.jpg,Acme,1,18955,1,1,1,1,Acme
img_007.jpg,Acumin,"not found",49956,0,0,0,0,"Helvetica Neue"
img_008.jpg,Adelia,"not found",18180,0,0,0,0,Grobold
img_009.jpg,Advent,"not found",27441,0,0,0,0,Abel
img_010.jpg,Agatho,"not found",32816,0,0,0,0,"Times New Roman"
img_011.jpg,Agora,"not found",26500,0,0,0,0,"Changa One"
img_012.jpg,"Akira Expanded",1,27335,1,1,1,1,"Akira Expanded"
img_013.jpg,Akzidenz-Grotesk,"not found",30486,0,0,0,0,Montserrat
img_014.jpg,"Albertus Nova",2,17844,0,1,1,1,"Friz Quadrata"
img_015.jpg,Albra,"not found",29141,0,0,0,0,"Abril Fatface"
img_016.jpg,Alegreya,"not found",18681,0,0,0,0,"Adobe Garamond Pro"
img_017.jpg,"Alegreya Sans","not found",37523,0,0,0,0,"FF Meta"
img_018.jpg,"Alfa Slab",1,14816,1,1,1,1,"Alfa Slab One"
img_019.jpg,Alice,"not found",21685,0,0,0,0,Georgia
img_020.jpg,Almarai,"not found",25517,0,0,0,0,Arial
img_021.jpg,Amarillo,"not found",19664,0,0,0,0,"Alex Brush"
img_022.jpg,Amasis,"not found",14192,0,0,0,0,"Times New Roman"
img_023.jpg,"Amatic SC",1,12199,1,1,1,1,"Amatic SC"
img_024.jpg,"American Captain","not found",34410,0,0,0,0,Koulen
img_025.jpg,Amiri,"not found",30616,0,0,0,0,Baskerville
img_026.jpg,"Amsterdam Signature",2,15449,0,1,1,1,Autography
img_027.jpg,Ananda,"not found",19385,0,0,0,0,Arizonia
img_028.jpg,Ancient,"not found",21427,0,0,0,0,"Old English Text MT"
img_029.jpg,Ano,"not found",39428,0,0,0,0,"ITC Ronda"
img_030.jpg,"Another Danger",1,13015,1,1,1,1,"Another Danger"
img_031.jpg,Anton,2,26558,0,1,1,1,Impact
img_032.jpg,Archer,"not found",19212,0,0,0,0,"Rockwell Extra Bold"
img_033.jpg,"Architects Daughter",6,26064,0,0,1,1,"Comic Sans MS"
img_034.jpg,Archivo,"not found",35737,0,0,0,0,Arial
