file,expected,rank,ms,top1,top5,top10,top20,answer_1
img_001.jpg,"A Another Tag",10,11449,0,0,1,1,"Most Wasted"
img_002.jpg,ABeeZee,"not found",10274,0,0,0,0,Abel
img_003.jpg,Abel,"not found",11231,0,0,0,0,Barlow
img_004.jpg,Abramo,"not found",10750,0,0,0,0,"Hello Honey"
img_005.jpg,"Abril Fatface",10,7609,0,0,1,1,"Bodoni Moda"
img_006.jpg,Acme,"not found",7350,0,0,0,0,Tuffy
img_007.jpg,Acumin,"not found",6579,0,0,0,0,Arial
img_008.jpg,Adelia,"not found",7621,0,0,0,0,"Gochi Hand"
img_009.jpg,Advent,"not found",7237,0,0,0,0,Abrupt
img_010.jpg,Agatho,"not found",6578,0,0,0,0,Clarendon
img_011.jpg,Agora,"not found",7460,0,0,0,0,"Cooper Black"
img_012.jpg,"Akira Expanded","not found",7098,0,0,0,0,"Monument Extended"
img_013.jpg,Akzidenz-Grotesk,6,8982,0,0,1,1,"Helvetica Neue Extended Bold Oblique"
img_014.jpg,"Albertus Nova",1,6966,1,1,1,1,Albertus
img_015.jpg,Albra,"not found",7587,0,0,0,0,"Playfair Display"
img_016.jpg,Alegreya,7,11310,0,0,1,1,Gentium
img_017.jpg,"Alegreya Sans","not found",12426,0,0,0,0,Aller
img_018.jpg,"Alfa Slab",16,7363,0,0,0,1,"Rockwell Extra Bold"
img_019.jpg,Alice,"not found",5531,0,0,0,0,Palatino
img_020.jpg,Almarai,"not found",5587,0,0,0,0,Arial
img_021.jpg,Amarillo,"not found",7967,0,0,0,0,Lobster
img_022.jpg,Amasis,"not found",7538,0,0,0,0,"Charter Bold Italic"
img_023.jpg,"Amatic SC",1,7683,1,1,1,1,"Amatic SC"
img_024.jpg,"American Captain","not found",6709,0,0,0,0,Anton
img_025.jpg,Amiri,"not found",5993,0,0,0,0,Gentium
img_026.jpg,"Amsterdam Signature",6,10134,0,0,1,1,Abrupt
img_027.jpg,Ananda,"not found",8236,0,0,0,0,"Great Vibes"
img_028.jpg,Ancient,"not found",8440,0,0,0,0,"Old English Text MT"
img_029.jpg,Ano,"not found",6505,0,0,0,0,"Century Gothic"
img_030.jpg,"Another Danger","not found",7676,0,0,0,0,"28 Days Later"
img_031.jpg,Anton,1,6813,1,1,1,1,Anton
img_032.jpg,Archer,"not found",6958,0,0,0,0,"Rockwell Extra Bold"
img_033.jpg,"Architects Daughter",11,7061,0,0,0,1,Abrupt
img_034.jpg,Archivo,"not found",6276,0,0,0,0,Arial
img_035.jpg,"Archivo Black","not found",5976,0,0,0,0,"Open Sans Extrabold"
img_036.jpg,"Archivo Narrow",20,6797,0,0,0,1,"Helvetica Neue Condensed"
img_037.jpg,Arimo,3,5760,0,1,1,1,Arial
img_038.jpg,Arsenal,"not found",9882,0,0,0,0,"Rotis Sans Serif"
img_039.jpg,Arvo,6,6630,0,0,1,1,Rockwell
img_040.jpg,Asap,"not found",7441,0,0,0,0,Ubuntu
img_041.jpg,"Asap Condensed",9,7219,0,0,1,1,"Pragati Narrow"
img_042.jpg,Assistant,"not found",7336,0,0,0,0,"Segoe UI"
img_043.jpg,Astralaga,"not found",7226,0,0,0,0,"Bodoni Moda"
img_044.jpg,"Atomic Marker","not found",7553,0,0,0,0,"Nervous Rex"
img_045.jpg,Aurora,"not found",7861,0,0,0,0,"Bubble Bobble"
img_046.jpg,"Austral Slab","not found",8169,0,0,0,0,Rockwell
img_047.jpg,Authenia,"not found",7045,0,0,0,0,Abrupt
img_048.jpg,Autography,1,7226,1,1,1,1,Autography
img_049.jpg,Avenir,5,12607,0,1,1,1,"Century Gothic"
img_050.jpg,"Avenir Next",1,6664,1,1,1,1,Avenir
img_051.jpg,Azonix,"not found",5147,0,0,0,0,Orbitron
img_052.jpg,"Baby Doll","not found",8681,0,0,0,0,Abrupt
img_053.jpg,"Badaboom BB",1,10426,1,1,1,1,"Badaboom BB"
img_054.jpg,Bailenson,"not found",9032,0,0,0,0,"Chopin Script"
img_055.jpg,Balerga,"not found",6484,0,0,0,0,Wremena
img_056.jpg,"Bandito Script","not found",26746,0,0,0,0,Abrupt
img_057.jpg,Barlington,"not found",8467,0,0,0,0,Fenwick
img_058.jpg,Barlow,7,7613,0,0,1,1,"Roboto Condensed"
img_059.jpg,"Barlow Condensed",3,7034,0,1,1,1,Dosis
img_060.jpg,"Barlow Semi Condensed",2,7851,0,1,1,1,"Roboto Condensed"
img_061.jpg,"Batman Forever","not found",7136,0,0,0,0,Abrupt
img_062.jpg,"Beautiful Barbies","not found",6855,0,0,0,0,Sacramento
img_063.jpg,"Beautiful Christmas","not found",7541,0,0,0,0,"Great Vibes"
img_064.jpg,Bebas,1,6322,1,1,1,1,"Bebas Neue"
img_065.jpg,"Bebas Neue",1,7148,1,1,1,1,"Bebas Neue"
img_066.jpg,"Bembo MT",7,7077,0,0,1,1,"Adobe Jenson Pro"
img_067.jpg,"Berthold Corporate E","not found",11684,0,0,0,0,"Zilla Slab Light"
img_068.jpg,"Better Time","not found",7485,0,0,0,0,"Britany Signature"
img_069.jpg,"Better Times","not found",7567,0,0,0,0,Brusher
img_070.jpg,"Be Vietnam","not found",6751,0,0,0,0,Graphik
img_071.jpg,Beyonders,"not found",7878,0,0,0,0,Ethnocentric
img_072.jpg,Biennale,"not found",6708,0,0,0,0,"Montserrat Thin"
img_073.jpg,"Big Noodle Titling",4,7046,0,1,1,1,"Bebas Neue"
img_074.jpg,"Billion Dreams","not found",8397,0,0,0,0,Lobster
img_075.jpg,"Billy Ohio","not found",7106,0,0,0,0,Abrupt
img_076.jpg,Biospace,"not found",7267,0,0,0,0,"Bodoni Moda"
img_077.jpg,"Birds of Paradise","not found",7380,0,0,0,0,"Snell Roundhand"
img_078.jpg,"Biro Script Plus","not found",7984,0,0,0,0,Abrupt
img_079.jpg,Bisney,"not found",7500,0,0,0,0,Adelia
img_080.jpg,Bitter,5,5971,0,1,1,1,"Droid Serif"
img_081.jpg,Blacker,"not found",6540,0,0,0,0,"Playfair Display"
img_082.jpg,"Black Hulk","not found",8643,0,0,0,0,Frankfurter
img_083.jpg,"Black Ops",6,7051,0,0,1,1,Abrupt
img_084.jpg,"Blackout Sunrise","not found",7384,0,0,0,0,"Wienerhand Outline"
img_085.jpg,Blacksword,"not found",7036,0,0,0,0,"Alex Brush"
img_086.jpg,"Blastimo Sans","not found",7292,0,0,0,0,Anagram
img_087.jpg,"BlincType Letterpress Fontpak","not found",7620,0,0,0,0,Haettenschweiler
img_088.jpg,Blosta,"not found",6161,0,0,0,0,"Burgues Script"
img_089.jpg,Bluesky,"not found",7144,0,0,0,0,"Fredoka One"
img_090.jpg,Bodoni,4,6722,0,1,1,1,"Computer Modern"
img_091.jpg,"Bodoni Egyptian","not found",7794,0,0,0,0,Rockwell
img_092.jpg,"Bodoni Moda",4,6453,0,1,1,1,"Computer Modern"
img_093.jpg,Bogart,"not found",8004,0,0,0,0,"Zilla Slab Light"
img_094.jpg,"Bon Vivant Family","not found",7469,0,0,0,0,Ogg
img_095.jpg,"Bookman Old Style",1,10690,1,1,1,1,"Bookman Old Style"
img_096.jpg,Boton,"not found",7805,0,0,0,0,"Zilla Slab Light"
img_097.jpg,"Brandon Grotesque",12,6455,0,0,0,1,Futura
img_098.jpg,Break,"not found",6685,0,0,0,0,Abrupt
img_099.jpg,Breathing,"not found",7320,0,0,0,0,"Brittany Signature"
img_100.jpg,"Bree Serif","not found",6599,0,0,0,0,"Droid Serif"
img_101.jpg,"Brittany Signature",3,8651,0,1,1,1,Signerica
img_102.jpg,"Bronzion Deco","not found",8587,0,0,0,0,"Blackwood Castle"
img_103.jpg,"Brush Up",4,8700,0,1,1,1,"Rush Flow"
img_104.jpg,BubbleGum,15,7651,0,0,0,1,Chewy
img_105.jpg,"Built Titling","not found",7417,0,0,0,0,Anton
img_106.jpg,Bungee,"not found",7254,0,0,0,0,"Lemon Milk"
img_107.jpg,Butterscotch,"not found",7401,0,0,0,0,"Brittany Signature"
img_108.jpg,Cabin,"not found",4406,0,0,0,0,"Segoe UI"
img_109.jpg,Cairo,7,5986,0,0,1,1,"Titillium Web"
img_110.jpg,Cakeroll,"not found",7367,0,0,0,0,Bangers
img_111.jpg,Calligraphy,"not found",7705,0,0,0,0,"Great Vibes"
img_112.jpg,"Campione Neue",13,12210,0,0,0,1,"Octin Prison"
img_113.jpg,Campton,"not found",6986,0,0,0,0,"Brandon Grotesque"
img_114.jpg,Candy,"not found",8520,0,0,0,0,"Brittany Signature"
img_115.jpg,"Candy Cane",1,6347,1,1,1,1,"Candy Cane"
img_116.jpg,Cantarell,"not found",6468,0,0,0,0,Corbel
img_117.jpg,Cardo,16,7248,0,0,0,1,Palatino
img_118.jpg,Carter,"not found",7744,0,0,0,0,Fago
img_119.jpg,Catamaran,"not found",5164,0,0,0,0,"Gill Sans"
img_120.jpg,Caveat,19,6838,0,0,0,1,"Segoe Print"
img_121.jpg,"Caviar Dreams","not found",6692,0,0,0,0,"Futura Light"
img_122.jpg,"Century Gothic",2,9502,0,1,1,1,Futura
img_123.jpg,"Chakra Petch","not found",12249,0,0,0,0,Aldrich
img_124.jpg,Chaloops,"not found",7448,0,0,0,0,Abrupt
img_125.jpg,Changa,"not found",7595,0,0,0,0,Abrupt
img_126.jpg,Chaparral,"not found",7041,0,0,0,0,Merriweather
img_127.jpg,Chatime,"not found",6726,0,0,0,0,"Playfair Display"
img_128.jpg,Cheri,"not found",7573,0,0,0,0,Chewy
img_129.jpg,Cherolina,"not found",7785,0,0,0,0,Adelia
img_130.jpg,"Chicken Pie","not found",7854,0,0,0,0,Chewy
img_131.jpg,Chiffon,"not found",6211,0,0,0,0,"Cormorant Garamond"
img_132.jpg,Chivo,"not found",5900,0,0,0,0,Rubik
img_133.jpg,Chomixi,"not found",8359,0,0,0,0,"Alpha Charlie"
img_134.jpg,Christmas,"not found",7814,0,0,0,0,Abrupt
img_135.jpg,"Christmas and Santona","not found",8013,0,0,0,0,Milkshake
img_136.jpg,"Christmas Balloon",11,7726,0,0,0,1,"Bubble Bobble"
img_137.jpg,"Christmas Bell","not found",7640,0,0,0,0,Abrupt
img_138.jpg,"Christmas Carol","not found",7879,0,0,0,0,"Kunstler Script"
img_139.jpg,"Christmas Sparkle","not found",7816,0,0,0,0,"Angilla Tattoo"
img_140.jpg,"Christmas Squad","not found",6906,0,0,0,0,Lobster
img_141.jpg,"Christmas Tree Lights",1,7436,1,1,1,1,"Christmas Lights"
img_142.jpg,"Christmas Wish Calligraphy","not found",6791,0,0,0,0,Lobster
img_143.jpg,"Christmas Wish Monoline","not found",6421,0,0,0,0,"Adorn Serif"
img_144.jpg,"Chronicle Display",12,7178,0,0,0,1,"Playfair Display SC"
img_145.jpg,"Chronicle Text","not found",7120,0,0,0,0,"Century Schoolbook"
img_146.jpg,Cinzel,3,6695,0,1,1,1,"Trajan Pro"
img_147.jpg,Clarendon,8,5163,0,0,1,1,"Century Schoolbook"
img_148.jpg,"Classy Vogue","not found",8315,0,0,0,0,"Bodoni Moda"
img_149.jpg,"Cloister Black",2,7787,0,1,1,1,"Old English Text MT"
img_150.jpg,Cocogoose,15,7728,0,0,0,1,Abrupt
img_151.jpg,Comfortaa,2,6286,0,1,1,1,Quicksand
img_152.jpg,Commissioner,"not found",5877,0,0,0,0,"Fira Sans"
img_153.jpg,Concert,"not found",7670,0,0,0,0,"Barlow Semi Condensed"
img_154.jpg,"Conte Script Plus","not found",7797,0,0,0,0,Abrupt
img_155.jpg,Cookie,10,7440,0,0,1,1,Lobster
img_156.jpg,Coolvetica,"not found",8134,0,0,0,0,Eurostile
img_157.jpg,"Cooper BT",1,9030,1,1,1,1,"Cooper Old Style"
img_158.jpg,Cormorant,1,7372,1,1,1,1,"Cormorant Garamond"
img_159.jpg,"Cormorant Garamond",1,9468,1,1,1,1,"Cormorant Garamond"
img_160.jpg,Courgette,"not found",7286,0,0,0,0,"Chalet Comprime"
img_161.jpg,Couture,"not found",6283,0,0,0,0,Montserrat
img_162.jpg,"Cream Cake","not found",6484,0,0,0,0,Pacifico
img_163.jpg,"Crete Round",11,6512,0,0,0,1,Bitter
img_164.jpg,Crima,"not found",6878,0,0,0,0,"Abril Fatface"
img_165.jpg,Crimson,9,13165,0,0,1,1,Alegreya
img_166.jpg,"Crimson Text","not found",6107,0,0,0,0,Palatino
img_167.jpg,Cuprum,"not found",6478,0,0,0,0,"Fira Sans Condensed"
img_168.jpg,"Daily Note","not found",7011,0,0,0,0,Chewy
img_169.jpg,"Dancing Script",5,6263,0,1,1,1,"Great Vibes"
img_170.jpg,"Danger Agenda","not found",7139,0,0,0,0,"Rubik Mono One"
img_171.jpg,"Darwin Smith","not found",7307,0,0,0,0,Abrupt
img_172.jpg,Daykids,"not found",7570,0,0,0,0,Chewy
img_173.jpg,"Debora Celina Script","not found",7434,0,0,0,0,"Brittany Signature"
img_174.jpg,Designer,"not found",8292,0,0,0,0,Ethnocentric
img_175.jpg,"Desirable Calligraphy","not found",7716,0,0,0,0,"Burgues Script"
img_176.jpg,"Des Montilles","not found",7395,0,0,0,0,Abrupt
img_177.jpg,"Didact Gothic","not found",11727,0,0,0,0,Futura
img_178.jpg,"DIN Next",2,5508,0,1,1,1,Roboto
img_179.jpg,"DIN Next Slab","not found",6640,0,0,0,0,Bitter
img_180.jpg,"DM Sans","not found",6928,0,0,0,0,"Sofia Pro"
img_181.jpg,"DM Serif Display",13,6388,0,0,0,1,"Playfair Display"
img_182.jpg,"Docallisme On Street",7,6082,0,0,1,1,"Graffiti Font"
img_183.jpg,"Doctor Glitch",2,6771,0,1,1,1,Abrupt
img_184.jpg,Domine,"not found",6589,0,0,0,0,"Droid Serif"
img_185.jpg,Dosis,14,6611,0,0,0,1,Comfortaa
img_186.jpg,"Dream Girl","not found",7699,0,0,0,0,"Brittany Signature"
img_187.jpg,"Dreaming Outloud","not found",6865,0,0,0,0,Pacifico
img_188.jpg,"DT Augustina Slab","not found",6637,0,0,0,0,"Roboto Serif"
img_189.jpg,"EB Garamond",13,6922,0,0,0,1,Palatino
img_190.jpg,"Editors Note","not found",6824,0,0,0,0,"Playfair Display"
img_191.jpg,Egyptienne,"not found",7684,0,0,0,0,Anton
img_192.jpg,"El Messiri","not found",6835,0,0,0,0,"Friz Quadrata"
img_193.jpg,Emperatriz,"not found",7353,0,0,0,0,"Josefin Slab"
img_194.jpg,"Emy Slab","not found",7122,0,0,0,0,"Josefin Slab"
img_195.jpg,"Encode Sans","not found",6042,0,0,0,0,"Segoe UI"
img_196.jpg,Eurostile,3,6261,0,1,1,1,Abel
img_197.jpg,Exo,13,9807,0,0,0,1,Ubuntu
img_198.jpg,Eyesome,"not found",7740,0,0,0,0,"Brittany Signature"
img_199.jpg,Fanlste,"not found",6423,0,0,0,0,"Bodoni Moda"
img_200.jpg,"Feeling Passionate","not found",7325,0,0,0,0,Abrupt
img_201.jpg,"FF DIN","not found",6460,0,0,0,0,"Roboto Condensed"
img_202.jpg,"FF Elementa","not found",6519,0,0,0,0,"Courier Prime"
img_203.jpg,"FF Ernestine","not found",7294,0,0,0,0,Arvo
img_204.jpg,"FF Eureka","not found",6462,0,0,0,0,Merriweather
img_205.jpg,"FF Fago","not found",8028,0,0,0,0,"Fira Sans Condensed"
img_206.jpg,"FF Franziska","not found",6623,0,0,0,0,"Roboto Slab"
img_207.jpg,"FF Hertz","not found",7015,0,0,0,0,"Century Schoolbook"
img_208.jpg,"f Finish","not found",8519,0,0,0,0,"Bebas Neue"
img_209.jpg,"FF Kievit","not found",5821,0,0,0,0,"Segoe UI"
img_210.jpg,"FF Market","not found",4878,0,0,0,0,Abrupt
img_211.jpg,"FF Meta",5,5877,0,1,1,1,"Skolar Sans"
img_212.jpg,"FF Meta Serif","not found",6845,0,0,0,0,"Droid Serif"
img_213.jpg,"FF Providence Sans","not found",8263,0,0,0,0,Abrupt
img_214.jpg,"FF Tisa","not found",15278,0,0,0,0,Merriweather
img_215.jpg,Figtree,"not found",5720,0,0,0,0,Avenir
img_216.jpg,Fineday,"not found",6521,0,0,0,0,Lobster
img_217.jpg,"Fiolex Girls","not found",7831,0,0,0,0,"Adine Kirnberg"
img_218.jpg,"Fira Sans",1,6605,1,1,1,1,"Fira Sans"
img_219.jpg,Fjalla,"not found",7535,0,0,0,0,"Roboto Condensed"
img_220.jpg,"Food Truck","not found",7384,0,0,0,0,"Indie Flower"
img_221.jpg,"Foundry Form Serif","not found",6006,0,0,0,0,"Droid Serif"
img_222.jpg,Francois,"not found",6501,0,0,0,0,"Roboto Condensed"
img_223.jpg,"Franklin Gothic",18,6770,0,0,0,1,"Helvetica Neue"
img_224.jpg,"Frank Ruhl Libre","not found",5740,0,0,0,0,Georgia
img_225.jpg,Freeland,"not found",8093,0,0,0,0,Abrupt
img_226.jpg,"Freight Text","not found",7639,0,0,0,0,Alegreya
img_227.jpg,Freshman,6,7765,0,0,1,1,Abrupt
img_228.jpg,"Friz Quadrata",2,8730,0,1,1,1,Albertus
img_229.jpg,Frutiger,"not found",7129,0,0,0,0,"Avenir Next"
img_230.jpg,"FS Kim","not found",6883,0,0,0,0,Marcellus
img_231.jpg,"FS Me","not found",5914,0,0,0,0,"Segoe UI"
img_232.jpg,"FS Ostro","not found",6466,0,0,0,0,"Century Schoolbook"
img_233.jpg,"FS Rufus","not found",7139,0,0,0,0,"Zilla Slab"
img_234.jpg,Futura,1,6254,1,1,1,1,Futura
img_235.jpg,"Futura Now",1,8666,1,1,1,1,Futura
img_236.jpg,"Futura PT",1,6879,1,1,1,1,Futura
img_237.jpg,"Gagisra Rigade","not found",7845,0,0,0,0,"Abril Display"
img_238.jpg,"Galano Grotesque",18,9161,0,0,0,1,Quicksand
img_239.jpg,"Gang of Three","not found",7590,0,0,0,0,Shojumaru
img_240.jpg,Garnet,"not found",9139,0,0,0,0,"Herr Von Muellerhoff"
img_241.jpg,Gazpacho,"not found",7378,0,0,0,0,"Cormorant Garamond"
img_242.jpg,Gelica,"not found",7794,0,0,0,0,"Cooper Black"
img_243.jpg,Genty,"not found",7238,0,0,0,0,"Brush Script MT"
img_244.jpg,"Geometric Slabserif 703",4,9095,0,1,1,1,Rockwell
img_245.jpg,"Ghastly Panic",13,7015,0,0,0,1,"Mad Ink"
img_246.jpg,"Ghibo Talk","not found",7349,0,0,0,0,Bangers
img_247.jpg,"Gill Sans",1,6305,1,1,1,1,"Gill Sans"
img_248.jpg,Gilroy,"not found",9545,0,0,0,0,Quicksand
img_249.jpg,"Gloria Hallelujah","not found",7536,0,0,0,0,Abrupt
img_250.jpg,Glypha,9,7600,0,0,1,1,"Zilla Slab"
img_251.jpg,Gobold,"not found",8028,0,0,0,0,"Bebas Neue"
img_252.jpg,Golden,"not found",7295,0,0,0,0,Abrupt
img_253.jpg,"Golden Hopes","not found",7657,0,0,0,0,"Brittany Signature"
img_254.jpg,Goldplay,"not found",6610,0,0,0,0,Quicksand
img_255.jpg,Gotham,"not found",7239,0,0,0,0,Abrupt
img_256.jpg,"Gothic A1","not found",5330,0,0,0,0,"Nimbus Sans"
img_257.jpg,"Gothicus Vulgaris","not found",7566,0,0,0,0,Abrupt
img_258.jpg,Granesta,"not found",6909,0,0,0,0,"Brush King"
img_259.jpg,"Great Vibes",2,7012,0,1,1,1,Tangerine
img_260.jpg,"Greycliff CF","not found",6752,0,0,0,0,Poppins
img_261.jpg,Grinched,"not found",6728,0,0,0,0,"Badaboom BB"
img_262.jpg,Gruppo,"not found",7917,0,0,0,0,"Antique Olive Nord"
img_263.jpg,"Guthen Bloots","not found",7183,0,0,0,0,Abrupt
img_264.jpg,Handelson,"not found",7081,0,0,0,0,Lobster
img_265.jpg,Handwind,"not found",8241,0,0,0,0,"Brittany Signature"
img_266.jpg,Hanley,"not found",7995,0,0,0,0,Bevan
img_267.jpg,Harman,"not found",8747,0,0,0,0,"Great Vibes"
img_268.jpg,"Harmonia Sans","not found",8024,0,0,0,0,Quicksand
img_269.jpg,"Harry P",1,7670,1,1,1,1,"Harry P"
img_270.jpg,"Heading Now","not found",7768,0,0,0,0,"Roboto Condensed"
img_271.jpg,Heartless,"not found",7593,0,0,0,0,"Nightmare Hero"
img_272.jpg,"Heavenly Christmas","not found",9950,0,0,0,0,Abrupt
img_273.jpg,Heavitas,"not found",7503,0,0,0,0,Cocogoose
img_274.jpg,Heebo,2,8226,0,1,1,1,Roboto
img_275.jpg,Hello,2,8755,0,1,1,1,Abrupt
img_276.jpg,"Hello Honey",2,7502,0,1,1,1,Abrupt
img_277.jpg,"Hello Paris","not found",8589,0,0,0,0,Allison
img_278.jpg,"Hello Valentica",3,7074,0,1,1,1,"Brittany Signature"
img_279.jpg,Helvetica,2,6277,0,1,1,1,Arial
img_280.jpg,"Helvetica Now",2,6755,0,1,1,1,Arial
img_281.jpg,"Helvetica Now Variable","not found",6494,0,0,0,0,Karla
img_282.jpg,"Hey Comic","not found",7678,0,0,0,0,Chewy
img_283.jpg,Hind,12,6130,0,0,0,1,"Open Sans"
img_284.jpg,"Hind Madurai",15,6144,0,0,0,1,"Open Sans"
img_285.jpg,"Hind Siliguri",11,6333,0,0,0,1,"Open Sans"
img_286.jpg,Hisbullah,"not found",7311,0,0,0,0,Pump
img_287.jpg,"Home Christmas","not found",7559,0,0,0,0,Abrupt
img_288.jpg,"Home Kitchen","not found",9112,0,0,0,0,"KG Ten Thousand Reasons"
img_289.jpg,Homepage,"not found",6684,0,0,0,0,Abrupt
img_290.jpg,"Honey Black","not found",7510,0,0,0,0,Abrupt
img_291.jpg,Honeypirls,"not found",6314,0,0,0,0,Benguiat
img_292.jpg,"Hug Me Tight","not found",7256,0,0,0,0,"KG Ten Thousand Reasons"
img_293.jpg,"IBM Plex Mono",6,7599,0,0,1,1,"Letter Gothic"
img_294.jpg,Inconsolata,10,5870,0,0,1,1,"Cascadia Code"
img_295.jpg,"Indie Flower",10,7356,0,0,1,1,Abrupt
img_296.jpg,"Indoor Design","not found",8154,0,0,0,0,Abrupt
img_297.jpg,Inter,1,5779,1,1,1,1,Inter
img_298.jpg,"Inter Tight",9,6333,0,0,1,1,"Helvetica Neue"
img_299.jpg,"Intrepid Spear","not found",7727,0,0,0,0,Anton
img_300.jpg,"Intro Rust","not found",7666,0,0,0,0,"Cabin Sketch"
img_301.jpg,"Ionic No 5","not found",6822,0,0,0,0,"Zilla Slab"
img_302.jpg,Isidora,"not found",6760,0,0,0,0,Quicksand
img_303.jpg,Italia,"not found",8602,0,0,0,0,"Rockwell Extra Bold"
img_304.jpg,"ITC Avant Garde Gothic",2,7474,0,1,1,1,"Century Gothic"
