file,expected,rank,ms,top1,top5,top10,top20,answer_1
img_001.jpg,"A Another Tag",3,14306,0,1,1,1,"Ruthless One"
img_002.jpg,ABeeZee,"not found",18692,0,0,0,0,"Helvetica Neue"
img_003.jpg,Abel,"not found",19794,0,0,0,0,"Roboto Condensed"
img_004.jpg,Abramo,"not found",10300,0,0,0,0,Northwell
img_005.jpg,"Abril Fatface",10,6182,0,0,1,1,"Linotype Didot"
img_006.jpg,Acme,"not found",8545,0,0,0,0,Abrupt
img_007.jpg,Acumin,9,7984,0,0,1,1,Roboto
img_008.jpg,Adelia,"not found",10571,0,0,0,0,Chewy
img_009.jpg,Advent,"not found",12596,0,0,0,0,"FF Dax"
img_010.jpg,Agatho,"not found",6724,0,0,0,0,"Century Schoolbook"
img_011.jpg,Agora,"not found",22371,0,0,0,0,Clarendon
img_012.jpg,"Akira Expanded",6,15590,0,0,1,1,"Druk Wide"
img_013.jpg,Akzidenz-Grotesk,"not found",6239,0,0,0,0,Arial
img_014.jpg,"Albertus Nova","not found",13643,0,0,0,0,"Times New Roman"
img_015.jpg,Albra,"not found",31298,0,0,0,0,"ITC Galliard"
img_016.jpg,Alegreya,"not found",8148,0,0,0,0,"Computer Modern"
img_017.jpg,"Alegreya Sans","not found",32928,0,0,0,0,Arial
img_018.jpg,"Alfa Slab","not found",9622,0,0,0,0,Aachen
img_019.jpg,Alice,"not found",6753,0,0,0,0,"ITC Galliard"
img_020.jpg,Almarai,"not found",5438,0,0,0,0,Arial
img_021.jpg,Amarillo,1,21177,1,1,1,1,Amarillo
img_022.jpg,Amasis,"not found",11748,0,0,0,0,"Times New Roman"
img_023.jpg,"Amatic SC",1,5765,1,1,1,1,"Amatic SC"
img_024.jpg,"American Captain","not found",20350,0,0,0,0,Abrupt
img_025.jpg,Amiri,"not found",7308,0,0,0,0,Perpetua
img_026.jpg,"Amsterdam Signature",1,6026,1,1,1,1,Amsterdam
img_027.jpg,Ananda,"not found",13112,0,0,0,0,"Kuenstler Script"
img_028.jpg,Ancient,"not found",13591,0,0,0,0,"Cloister Black"
img_029.jpg,Ano,"not found",25174,0,0,0,0,Abrupt
img_030.jpg,"Another Danger",4,12498,0,1,1,1,Abrupt
img_031.jpg,Anton,8,7526,0,0,1,1,Haettenschweiler
img_032.jpg,Archer,"not found",13555,0,0,0,0,ChunkFive
img_033.jpg,"Architects Daughter","not found",9059,0,0,0,0,"Balsamiq Sans"
img_034.jpg,Archivo,"not found",6954,0,0,0,0,Arial
img_035.jpg,"Archivo Black","not found",9739,0,0,0,0,"Arial Black"
img_036.jpg,"Archivo Narrow","not found",11445,0,0,0,0,"Arial Narrow"
img_037.jpg,Arimo,16,9273,0,0,0,1,Helvetica
img_038.jpg,Arsenal,"not found",16670,0,0,0,0,Avenir
img_039.jpg,Arvo,"not found",10250,0,0,0,0,"Bitstream Charter"
img_040.jpg,Asap,"not found",18739,0,0,0,0,Abrupt
img_041.jpg,"Asap Condensed","not found",21833,0,0,0,0,"FF DIN Round"
img_042.jpg,Assistant,"not found",21900,0,0,0,0,Roboto
img_043.jpg,Astralaga,"not found",15624,0,0,0,0,"Computer Modern"
img_044.jpg,"Atomic Marker","not found",5084,0,0,0,0,"Road Rage"
img_045.jpg,Aurora,"not found",13976,0,0,0,0,PicNic
img_046.jpg,"Austral Slab","not found",7139,0,0,0,0,Clarendon
img_047.jpg,Authenia,"not found",8241,0,0,0,0,Avallon
img_048.jpg,Autography,12,6074,0,0,0,1,Amsterdam
img_049.jpg,Avenir,15,8727,0,0,0,1,Futura
img_050.jpg,"Avenir Next",1,16427,1,1,1,1,Avenir
img_051.jpg,Azonix,1,15389,1,1,1,1,Azonix
img_052.jpg,"Baby Doll","not found",9400,0,0,0,0,"Finger Paint"
img_053.jpg,"Badaboom BB",1,10861,1,1,1,1,"Crash Landing BB"
img_054.jpg,Bailenson,"not found",17459,0,0,0,0,"Palace Script MT"
img_055.jpg,Balerga,"not found",13390,0,0,0,0,Lust
img_056.jpg,"Bandito Script","not found",10683,0,0,0,0,Krinkes
img_057.jpg,Barlington,"not found",10643,0,0,0,0,"Wisdom Script"
img_058.jpg,Barlow,"not found",7501,0,0,0,0,Arial
img_059.jpg,"Barlow Condensed","not found",10907,0,0,0,0,"DIN 1451 Engschrift"
img_060.jpg,"Barlow Semi Condensed",5,12599,0,1,1,1,Roboto
img_061.jpg,"Batman Forever","not found",10880,0,0,0,0,Abrupt
img_062.jpg,"Beautiful Barbies","not found",11467,0,0,0,0,Amarillo
img_063.jpg,"Beautiful Christmas","not found",26371,0,0,0,0,"Great Vibes"
img_064.jpg,Bebas,7,12582,0,0,1,1,"League Gothic"
img_065.jpg,"Bebas Neue",17,8543,0,0,0,1,"Helvetica Ultra Compressed"
img_066.jpg,"Bembo MT","not found",11748,0,0,0,0,"Computer Modern"
img_067.jpg,"Berthold Corporate E","not found",12299,0,0,0,0,Stymie
img_068.jpg,"Better Time",14,10546,0,0,0,1,"Madina Script"
img_069.jpg,"Better Times",7,8017,0,0,1,1,Playlist
img_070.jpg,"Be Vietnam","not found",8109,0,0,0,0,Arial
img_071.jpg,Beyonders,"not found",8474,0,0,0,0,Azonix
img_072.jpg,Biennale,"not found",13730,0,0,0,0,"Avenir Next"
img_073.jpg,"Big Noodle Titling",17,17139,0,0,0,1,"Six Caps"
img_074.jpg,"Billion Dreams","not found",8152,0,0,0,0,"Kaushan Script"
img_075.jpg,"Billy Ohio","not found",9225,0,0,0,0,"Wild Youth"
img_076.jpg,Biospace,"not found",20064,0,0,0,0,Abrupt
